-100.00000,0.86512
-99.97800,-0.69473
-99.95599,-2.91281
-99.93399,1.33401
-99.91198,1.13183
-99.88998,-0.73364
-99.86797,0.48192
-99.84597,0.00875
-99.82396,0.96317
-99.80196,0.78574
-99.77996,-0.63045
-99.75795,0.70661
-99.73595,-2.18152
-99.71394,0.51563
-99.69194,-1.85495
-99.66993,-2.85676
-99.64793,1.84901
-99.62593,-1.30779
-99.60392,-0.76764
-99.58192,1.92673
-99.55991,0.13895
-99.53791,1.89118
-99.51590,-2.32762
-99.49390,0.87131
-99.47189,-1.40728
-99.44989,0.10087
-99.42789,-2.31405
-99.40588,1.49332
-99.38388,0.90530
-99.36187,1.21989
-99.33987,-2.12068
-99.31786,-2.82890
-99.29586,-0.65808
-99.27385,-1.54053
-99.25185,1.32391
-99.22985,-1.14269
-99.20784,0.13644
-99.18584,1.20626
-99.16383,1.56405
-99.14183,-2.86193
-99.11982,-1.19074
-99.09782,1.43882
-99.07582,-1.59134
-99.05381,-1.59791
-99.03181,0.17219
-99.00980,1.67738
-98.98780,-1.80557
-98.96579,-0.58292
-98.94379,-2.80502
-98.92178,-1.94384
-98.89978,-2.01547
-98.87778,0.27897
-98.85577,0.71194
-98.83377,-2.49547
-98.81176,-1.78504
-98.78976,0.62635
-98.76775,-2.75327
-98.74575,-0.92521
-98.72374,-1.69044
-98.70174,-1.91657
-98.67974,-1.80923
-98.65773,-0.77967
-98.63573,1.39713
-98.61372,-2.15978
-98.59172,0.02672
-98.56971,1.67721
-98.54771,-2.06053
-98.52571,-1.24459
-98.50370,-0.52919
-98.48170,0.11458
-98.45969,0.53612
-98.43769,-1.75319
-98.41568,0.38464
-98.39368,-2.17757
-98.37167,-0.34616
-98.34967,1.58064
-98.32767,-1.14028
-98.30566,-1.82416
-98.28366,-1.40199
-98.26165,-2.44177
-98.23965,1.84811
-98.21764,-0.27627
-98.19564,0.49370
-98.17363,1.06147
-98.15163,-2.10879
-98.12963,-1.83751
-98.10762,1.02586
-98.08562,0.73551
-98.06361,-1.02858
-98.04161,-1.21019
-98.01960,-1.52804
-97.99760,-2.66080
-97.97560,0.83568
-97.95359,1.69421
-97.93159,1.57587
-97.90958,1.02528
-97.88758,-1.05647
-97.86557,-0.94021
-97.84357,-0.49484
-97.82156,-1.21746
-97.79956,-2.92995
-97.77756,1.81339
-97.75555,1.43606
-97.73355,1.70083
